city,country,country_clean,continent_name,median_salary,average_salary,rent_usd_proxy,utilities_usd_proxy,grocery_item_price_median,salary_pr,rent_pr,grocery_pr,utilities_pr,affordability_score,cluster_label
Boleslawiec,Poland,Poland,Europe,1496.57,1736.84,,67.61,1.24,0.333987198,,0.213014119,0.287700535,,
Westerville,United States,United States,Northern America,6966,7925,1200,88.18,2.88,0.880446005,0.755115255,0.732146511,0.544705882,57.77795921,High Salary–High Cost
Geel,Belgium,Belgium,Europe,5729.39,6522.2,316.12,160.695,3.16,0.707619244,0.270784771,0.797421731,0.96684492,57.82868372,Low Salary–Low Cost
Sint-Truiden,Belgium,Belgium,Europe,5729.39,6522.2,767.475,106.69,2.15,0.707619244,0.580678581,0.546347452,0.75144385,56.1798294,Low Salary–Low Cost
Lugoj,Romania,Romania,Europe,1739.87,1921.11,,85.28,1.135,0.385091885,,0.157151627,0.509518717,,
Spanish Fork,United States,United States,Northern America,6966,7925,1487.5,90,3.31,0.880446005,0.833851334,0.824432167,0.567486631,53.84994039,High Salary–High Cost
Pottsville,United States,United States,Northern America,6966,7925,1250,55,3.72,0.880446005,0.774799275,0.884694086,0.174973262,56.08357032,High Salary–High Cost
Braine-l'Alleud,Belgium,Belgium,Europe,5729.39,6522.2,1264.49,158.06,3.16,0.707619244,0.781662782,0.797421731,0.960320856,45.08935377,High Salary–High Cost
Pyu,Myanmar,Myanmar,Asia,228.46,260.35,,,,0.022093744,,,,,
Buffalo Grove,United States,United States,Northern America,6966,7925,2300,105,3.205,0.880446005,0.95027195,0.807550645,0.72802139,50.47438163,High Salary–Moderate Cost
Whanganui,New Zealand,New Zealand,Oceania,4196.41,4870.06,1235.995,101.45,3.155,0.651662193,0.768712769,0.794352363,0.698395722,43.98626455,High Salary–High Cost
Povazska Bystrica,Slovakia,Slovakia,Europe,2114.16,2315.01,447.84,72.71,1.31,0.419471402,0.382284382,0.249232658,0.346737968,54.69811754,High Cost–Low Salary
Skovde,Sweden,Sweden,Europe,3568.16,4144.56,794.1,72.63,2.065,0.557402437,0.593369593,0.510742787,0.346096257,51.09054497,Low Salary–Low Cost
Wageningen,Netherlands,Netherlands,Europe,4756.87,5179.7,922.025,171.23,2.49,0.69295891,0.649054649,0.640372417,0.974438503,50.74193842,Low Salary–Low Cost
Torrington,United States,United States,Northern America,6966,7925,,106.25,4.25,0.880446005,,0.94649069,0.74684492,,
Voghera,Italy,Italy,Europe,3467.23,3868.92,,110.38,2.125,0.533037374,,0.539287907,0.784812834,,
Cedar City,United States,United States,Northern America,6966,7925,1100,127.18,2.41,0.880446005,0.718078218,0.620523839,0.889411765,59.21280918,High Salary–High Cost
Crystal Lake,United States,United States,Northern America,6966,7925,,70,4.25,0.880446005,,0.94649069,0.316898396,,
Lake Oswego,United States,United States,Northern America,6966,7925,,,2.93,0.880446005,,0.743503172,,,
Muskogee,United States,United States,Northern America,6966,7925,1050,85,3.895,0.880446005,0.702020202,0.908123593,0.504171123,55.7884677,High Salary–High Cost
Steyr,Austria,Austria,Europe,3572.94,4016.91,711.28,106.96,2.11,0.564629362,0.549469049,0.529772867,0.754224599,50.12816153,Low Salary–Low Cost
Citta di Castello,Italy,Italy,Europe,3467.23,3868.92,,,,0.533037374,,,,,
Plasencia,Spain,Spain,Europe,2579.28,2875.26,395.155,63.22,1.57,0.47005988,0.343045843,0.367607939,0.242139037,56.36399396,High Cost–Low Salary
Schio,Italy,Italy,Europe,3467.23,3868.92,526.875,158.06,1.815,0.533037374,0.441983942,0.453550235,0.960320856,51.72966114,Low Salary–Low Cost
La Chaux-de-Fonds,Switzerland,Switzerland,Europe,9836.07,11292.9,,131.78,3.63,0.995663845,,0.874462861,0.908128342,,
Rosario,Brazil,Brazil,South America,1490.04,1711.16,,,,0.310241586,,,,,
Stirling,United Kingdom,United Kingdom,Europe,6300,7235.37,727.75,65.6,2.46,0.728370845,0.558663559,0.634949867,0.269411765,58.4058971,High Salary–High Cost
Onesti,Romania,Romania,Europe,1739.87,1921.11,171.265,68.51,1.44,0.385091885,0.124320124,0.309187641,0.299251337,58.46658165,High Cost–Low Salary
Borlange,Sweden,Sweden,Europe,3568.16,4144.56,,58.1,2.18,0.557402437,,0.554941682,0.201069519,,
Issaquah,United States,United States,Northern America,6966,7925,2282.5,142.33,3.12,0.880446005,0.948976949,0.787292818,0.934117647,49.88143191,High Salary–Moderate Cost
Dubbo,Australia,Australia,Oceania,4306.45,4903.23,,169.89,3.06,0.666632253,,0.776754655,0.973048128,,
Streamwood,United States,United States,Northern America,6966,7925,,100,3.75,0.880446005,,0.889605075,0.681604278,,
Arecibo,Puerto Rico,Puerto Rico,Caribbean,1483,1683,616.665,101.67,3.5,0.29207103,0.497927998,0.856046654,0.699893048,31.53495324,Low Salary–Low Cost
Kalispell,United States,United States,Northern America,6966,7925,1983.335,110,4.5,0.880446005,0.91996892,0.965418457,0.779037433,47.81952092,High Salary–Moderate Cost
Mooresville,United States,United States,Northern America,6966,7925,,74.5,2.88,0.880446005,,0.732146511,0.369411765,,
Siguatepeque,Honduras,Honduras,Central America,1022.22,1139.39,,98.58,1.145,0.234152385,,0.16226724,0.664171123,,
Crestview,United States,United States,Northern America,6966,7925,,85,3.5,0.880446005,,0.856046654,0.504171123,,
Clinton,United States,United States,Northern America,6966,7925,,85,3.75,0.880446005,,0.889605075,0.504171123,,
Moses Lake,United States,United States,Northern America,6966,7925,1500,80.25,5.32,0.880446005,0.838124838,0.984857786,0.443850267,51.15277222,High Salary–Moderate Cost
Marinha Grande,Portugal,Portugal,Europe,2537,2917.55,447.84,57.96,1.9,0.454160644,0.382284382,0.472478003,0.199679144,52.70296688,High Cost–Low Salary
Furstenfeldbruck,Germany,Germany,Europe,3731.5,4048.63,1167.905,166.55,3,0.603964485,0.746438746,0.761203192,0.970695187,41.4597158,Low Salary–Low Cost
Brasschaat,Belgium,Belgium,Europe,5729.39,6522.2,1009.84,129.96,2.82,0.707619244,0.688681689,0.720073665,0.902245989,49.25121675,High Salary–High Cost
Groton,United States,United States,Northern America,6966,7925,1100,,6.665,0.880446005,0.718078218,0.994679763,,,
Tuusula,Finland,Finland,Europe,4238.9,4978.86,1251.325,60.59,1.915,0.657030766,0.777259777,0.476263556,0.220106952,52.79423798,Low Salary–Low Cost
Nove Zamky,Slovakia,Slovakia,Europe,2114.16,2315.01,451.355,76.4,1.675,0.419471402,0.385651386,0.414364641,0.38802139,51.10488569,High Cost–Low Salary
Great Yarmouth,United Kingdom,United Kingdom,Europe,6300,7235.37,615,70.73,1.775,0.728370845,0.497280497,0.441477389,0.325882353,63.52757025,High Salary–High Cost
Karditsa,Greece,Greece,Europe,2241.01,2579.28,439.06,68.49,1.86,0.426698327,0.373996374,0.465009208,0.297967914,51.19498329,High Cost–Low Salary
Kaka,Turkmenistan,Turkmenistan,Asia,1342.86,1500,,401.43,5.14,0.277307454,,0.981276857,0.998609626,,
Villagarcia de Arosa,Spain,Spain,Europe,2579.28,2875.26,421.5,79.03,1.895,0.47005988,0.363377363,0.470841007,0.420427807,52.89960076,High Cost–Low Salary
Pleasant Grove,United States,United States,Northern America,6966,7925,,89.5,2.75,0.880446005,,0.704317577,0.557005348,,
Taounate,Morocco,Morocco,Africa,1634.24,1896.89,146.39,35.42,0.94,0.352570721,0.096736597,0.077552691,0.059786096,63.36013682,High Cost–Low Salary
Goes,Netherlands,Netherlands,Europe,4756.87,5179.7,1001.055,124.87,2.44,0.69295891,0.685314685,0.629118068,0.875187166,50.55678116,Low Salary–Low Cost
Menomonee Falls,United States,United States,Northern America,6966,7925,500,70,3.15,0.880446005,0.415824916,0.793636178,0.316898396,66.1694618,High Salary–High Cost
Sighetu Marmatiei,Romania,Romania,Europe,1739.87,1921.11,,,1.07,0.385091885,,0.12645795,,,
Haugesund,Norway,Norway,Europe,4420.02,4786.34,911.9,123.28,2.82,0.675820772,0.647241647,0.720073665,0.867165775,48.87269526,Low Salary–Low Cost
Sao Goncalo dos Campos,Brazil,Brazil,South America,1490.04,1711.16,146.885,50.77,1.34,0.310241586,0.097125097,0.263147125,0.141390374,57.11405749,High Cost–Low Salary
Kailua,United States,United States,Northern America,6966,7925,2750,93.33,5.06,0.880446005,0.975912976,0.980560671,0.60513369,46.98759396,High Salary–Moderate Cost
Goryachiy Klyuch,Russia,Russia,Europe,975.51,1065.68,256,97.14,1.6,0.211232707,0.216394716,0.382545529,0.650053476,44.25058948,High Cost–Low Salary
Molndal,Sweden,Sweden,Europe,3568.16,4144.56,847.36,92,2.18,0.557402437,0.620823621,0.553304686,0.592406417,48.3214055,Low Salary–Low Cost
Pahrump,United States,United States,Northern America,6966,7925,1650,125,4.375,0.880446005,0.86998187,0.95375486,0.879572193,48.79979532,High Salary–Moderate Cost
Frankston,Australia,Australia,Oceania,4306.45,4903.23,1223.24,112.13,3.14,0.666632253,0.764309764,0.791692245,0.795935829,44.41034449,High Salary–High Cost
Cisterna di Latina,Italy,Italy,Europe,3467.23,3868.92,,94.84,1.74,0.533037374,,0.43247391,0.622459893,,
Rock Island,United States,United States,Northern America,6966,7925,,82.5,2.99,0.880446005,,0.755064457,0.468449198,,
Evans,United States,United States,Northern America,6966,7925,975,108.33,4.41,0.880446005,0.674954675,0.959075097,0.767272727,54.13056777,High Salary–High Cost
Timbo,Brazil,Brazil,South America,1490.04,1711.16,273.02,47.9,1.01,0.310241586,0.228567729,0.103028443,0.119465241,57.13999102,High Cost–Low Salary
Commack,United States,United States,Northern America,6966,7925,1800,,7,0.880446005,0.894198394,0.995805197,,,
Mangalia,Romania,Romania,Europe,1739.87,1921.11,192.675,64.22,1.25,0.385091885,0.149443149,0.217208922,0.25197861,59.91444404,High Cost–Low Salary
`Afrin,Syria,Syria,Asia,10.12,11.51,75,150,0.8,0.00289077,0.016835017,0.042664211,0.949625668,44.12225052,Low Salary–Low Cost
Porsgrunn,Norway,Norway,Europe,4420.02,4786.34,854.545,123.3,3.85,0.675820772,0.624967625,0.901984858,0.867700535,45.78864816,High Salary–High Cost
Pinerolo,Italy,Italy,Europe,3467.23,3868.92,737.625,73.76,2.11,0.533037374,0.563973064,0.529772867,0.358823529,50.16296709,Low Salary–Low Cost
Nuoro,Italy,Italy,Europe,3467.23,3868.92,474.185,107.27,2.145,0.533037374,0.397176897,0.545426642,0.757754011,52.02514335,Low Salary–Low Cost
Innisfil,Canada,Canada,Northern America,6311.03,7352.94,1593.47,102.73,2.81,0.757278546,0.858844859,0.717822795,0.708770053,48.49249968,High Salary–High Cost
Yorktown,United States,United States,Northern America,6966,7925,1300,113.75,3.81,0.880446005,0.793058793,0.896153059,0.809518717,52.22517564,High Salary–High Cost
Cassino,Italy,Italy,Europe,3467.23,3868.92,474.19,52.69,2.11,0.533037374,0.399378399,0.529772867,0.155080214,55.29655029,High Cost–Low Salary
Udhampur,India,India,Asia,327.97,384.43,155.565,31.2,1.055,0.073095189,0.107744108,0.120216902,0.039786096,48.35788823,High Cost–Low Salary
At Turrah,Jordan,Jordan,Asia,1946.4,2284.91,,,,0.412760686,,,,,
Conegliano,Italy,Italy,Europe,3467.23,3868.92,711.28,94.84,2.56,0.533037374,0.549469049,0.656537753,0.622459893,46.67208791,Low Salary–Low Cost
Gillette,United States,United States,Northern America,6966,7925,,97.5,2.5,0.880446005,,0.642930223,0.654438503,,
Belluno,Italy,Italy,Europe,3467.23,3868.92,474.185,90.45,1.645,0.533037374,0.396011396,0.405054225,0.574545455,55.77777199,Low Salary–Low Cost
Tooele,United States,United States,Northern America,6966,7925,1275,69.99,2.765,0.880446005,0.784382284,0.708717004,0.313582888,58.67048859,High Salary–High Cost
Prattville,United States,United States,Northern America,6966,7925,,114.37,3.17,0.880446005,,0.801514221,0.813048128,,
Prince Albert,Canada,Canada,Northern America,6311.03,7352.94,963.49,94.5,2.9,0.757278546,0.66951567,0.73664825,0.615508021,53.31553046,High Salary–High Cost
Trebic,Czech Republic,Czech Republic,Europe,2310.03,2653.06,497.475,220.62,1.59,0.43660954,0.414141414,0.377839165,0.98973262,48.97149522,Low Salary–Low Cost
Uster,Switzerland,Switzerland,Europe,9836.07,11292.9,2190.325,160.27,3.525,0.995663845,0.942242942,0.861776141,0.965561497,54.16378838,High Salary–Moderate Cost
Cha-am,Thailand,Thailand,Asia,2432.28,2662.11,,61.44,1.44,0.444972125,,0.309187641,0.224385027,,
Angra do Heroismo,Portugal,Portugal,Europe,2537,2917.55,437.305,57.96,1.665,0.454160644,0.373219373,0.4106814,0.199679144,54.16552417,High Cost–Low Salary
Auxerre,France,France,Europe,3769.56,4377.38,,206.7,4.21,0.630807351,,0.94198895,0.985454545,,
Crema,Italy,Italy,Europe,3467.23,3868.92,421.5,102.74,2.11,0.533037374,0.363377363,0.529772867,0.709518717,53.42438367,Low Salary–Low Cost
Gorizia,Italy,Italy,Europe,3467.23,3868.92,358.27,105.37,1.915,0.533037374,0.314685315,0.476263556,0.736470588,55.57711174,Low Salary–Low Cost
Trinec,Czech Republic,Czech Republic,Europe,2310.03,2653.06,421.77,64.89,1.33,0.43660954,0.364931365,0.258031512,0.261283422,56.2401455,High Cost–Low Salary
Tienen,Belgium,Belgium,Europe,5729.39,6522.2,737.62,124.34,2.305,0.707619244,0.562548563,0.590239411,0.872941176,55.14775405,Low Salary–Low Cost
Campbell River,Canada,Canada,Northern America,6311.03,7352.94,1528.62,106.54,3.51,0.757278546,0.844081844,0.859627583,0.74855615,45.8265488,High Salary–High Cost
Azazga,Algeria,Algeria,Africa,1148.84,1308.81,433.98,,1.22,0.252632666,0.370629371,0.20441989,,,
New City,United States,United States,Northern America,6966,7925,,101.66,3.51,0.880446005,,0.859627583,0.699144385,,
Owings Mills,United States,United States,Northern America,6966,7925,,87.5,4.25,0.880446005,,0.94649069,0.53828877,,
La Porte,United States,United States,Northern America,6966,7925,662.5,95,3.25,0.880446005,0.523180523,0.813484755,0.628877005,61.52870701,High Salary–High Cost
Armacao dos Buzios,Brazil,Brazil,South America,1490.04,1711.16,,143.275,1.92,0.310241586,,0.478616738,0.934973262,,
Odorheiu Secuiesc,Romania,Romania,Europe,1739.87,1921.11,173.57,,0.96,0.385091885,0.126392126,0.083998363,,,
Victoria,Chile,Chile,South America,1890.4,2090.56,,,,0.398306835,,,,,
Sint-Pieters-Leeuw,Belgium,Belgium,Europe,5729.39,6522.2,1317.185,124.45,2.5,0.707619244,0.799015799,0.642930223,0.873475936,48.1795831,High Salary–High Cost
DeLand,United States,United States,Northern America,6966,7925,1150,75,3.3,0.880446005,0.738409738,0.821567424,0.376898396,57.24621631,High Salary–High Cost
Merrillville,United States,United States,Northern America,6966,7925,,86.67,3.2,0.880446005,,0.806322897,0.529625668,,
Dupnitsa,Bulgaria,Bulgaria,Europe,1605.41,1794.59,,77.475,1.14,0.34616973,,0.159504809,0.403636364,,
Crailsheim,Germany,Germany,Europe,3731.5,4048.63,605.9,138.595,2.635,0.603964485,0.492488992,0.678944138,0.92513369,49.68144823,Low Salary–Low Cost
Zweibrucken,Germany,Germany,Europe,3731.5,4048.63,474.19,52.69,2.63,0.603964485,0.399378399,0.675260896,0.155080214,55.93314526,High Cost–Low Salary
Bugojno,Bosnia And Herzegovina,Bosnia And Herzegovina,,,,,53.75,1.25,,,0.217208922,0.163208556,,
Kopavogur,Iceland,Iceland,Europe,4661.2,5049.03,1807.23,113.36,3.19,0.68666116,0.896917897,0.80509515,0.807486631,41.77077444,High Salary–High Cost
Pullman,United States,United States,Northern America,6966,7925,1500,80,3.725,0.880446005,0.838124838,0.885717209,0.436470588,53.17248215,High Salary–High Cost
Nacogdoches,United States,United States,Northern America,6966,7925,825,100,3.86,0.880446005,0.609298109,0.904542664,0.681604278,57.29097282,High Salary–High Cost
North Ridgeville,United States,United States,Northern America,6966,7925,,,3.31,0.880446005,,0.824432167,,,
Gladstone,Australia,Australia,Oceania,4306.45,4903.23,,91.745,2.735,0.666632253,,0.701350522,0.589518717,,
Znojmo,Czech Republic,Czech Republic,Europe,2310.03,2653.06,465.03,86.52,1.3,0.43660954,0.391867392,0.244219357,0.525882353,54.51999327,High Cost–Low Salary
Russellville,United States,United States,Northern America,6966,7925,785,76.25,3.005,0.880446005,0.588966589,0.766011868,0.386096257,62.04741686,High Salary–High Cost
Grass Valley,United States,United States,Northern America,6966,7925,1593.25,159.73,3.955,0.880446005,0.858585859,0.912318396,0.963636364,49.49310403,High Salary–Moderate Cost
Victoria Falls,Zimbabwe,Zimbabwe,Africa,555.40204,602.37635,,,,0.124819327,,,,,
Spruce Grove,Canada,Canada,Northern America,6311.03,7352.94,,105.14,3.705,0.757278546,,0.882954778,0.73026738,,
Kennesaw,United States,United States,Northern America,6966,7925,2037,77,4.705,0.880446005,0.927997928,0.970841007,0.397433155,49.41836612,High Salary–Moderate Cost
Laramie,United States,United States,Northern America,6966,7925,987.5,87.67,2.665,0.880446005,0.67961668,0.686924494,0.539786096,60.59446288,High Salary–High Cost
Moose Jaw,Canada,Canada,Northern America,6311.03,7352.94,,101.91,2.92,0.757278546,,0.740740741,0.702887701,,
Fairborn,United States,United States,Northern America,6966,7925,950,60,2.72,0.880446005,0.662911163,0.698588091,0.214759358,62.40396255,High Salary–High Cost
Cottonwood Heights,United States,United States,Northern America,6966,7925,,90.2,3.66,0.880446005,,0.87671373,0.57315508,,
Mason,United States,United States,Northern America,6966,7925,1600,125,2.74,0.880446005,0.860916861,0.702271332,0.879572193,54.0560911,High Salary–High Cost
Geraardsbergen,Belgium,Belgium,Europe,5729.39,6522.2,711.28,105.37,2.33,0.707619244,0.549469049,0.598935953,0.736470588,55.98316399,High Salary–High Cost
Galesburg,United States,United States,Northern America,6966,7925,641.665,101,5,0.880446005,0.513079513,0.978105177,0.695187166,58.15727303,High Salary–High Cost
Penticton,Canada,Canada,Northern America,6311.03,7352.94,1507.005,120.31,2.3,0.757278546,0.841232841,0.588295478,0.847058824,50.83190261,High Salary–High Cost
San Dimas,United States,United States,Northern America,6966,7925,,90,3.31,0.880446005,,0.824432167,0.567486631,,
Mildura,Australia,Australia,Oceania,4306.45,4903.23,,91.745,2.905,0.666632253,,0.738285247,0.589518717,,
Midlothian,United States,United States,Northern America,6966,7925,,80,4.895,0.880446005,,0.975035809,0.436470588,,
Bad Nauheim,Germany,Germany,Europe,3731.5,4048.63,,158.06,2.21,0.603964485,,0.563535912,0.960320856,,
Alamogordo,United States,United States,Northern America,6966,7925,900,58.5,2.71,0.880446005,0.642968143,0.694802537,0.202780749,63.03814216,High Salary–High Cost
Kolin,Czech Republic,Czech Republic,Europe,2310.03,2653.06,,86.52,1.255,0.43660954,,0.219971353,0.525882353,,
Pikesville,United States,United States,Northern America,6966,7925,850,125,3.405,0.880446005,0.623413623,0.841006753,0.879572193,57.21896363,High Salary–High Cost
Kohtla-Jarve,Estonia,Estonia,Europe,2579.28,2906.98,237.095,84.3,1.8,0.47005988,0.197487697,0.449253121,0.49026738,57.12940227,High Cost–Low Salary
Greer,United States,United States,Northern America,6966,7925,,110,4.48,0.880446005,,0.963576837,0.779037433,,
Zgorzelec,Poland,Poland,Europe,1496.57,1736.84,315.525,56.34,1.355,0.333987198,0.269489769,0.271639042,0.187165775,53.59350594,High Cost–Low Salary
Springville,United States,United States,Northern America,6966,7925,,105,4.205,0.880446005,,0.940351954,0.72802139,,
Mazarron,Spain,Spain,Europe,2579.28,2875.26,,84.3,1.58,0.47005988,,0.373235114,0.49026738,,
Liptovsky Mikulas,Slovakia,Slovakia,Europe,2114.16,2315.01,763.965,89.57,1.38,0.419471402,0.578218078,0.283916513,0.559144385,48.04406596,High Cost–Low Salary
Bardejov,Slovakia,Slovakia,Europe,2114.16,2315.01,535.655,81.67,1.545,0.419471402,0.446645947,0.356353591,0.460427807,50.37821057,High Cost–Low Salary
Fairmont,United States,United States,Northern America,6966,7925,800,75,3,0.880446005,0.596736597,0.761203192,0.376898396,61.99532949,High Salary–High Cost
Ridgecrest,United States,United States,Northern America,6966,7925,1000,134.29,3.5,0.880446005,0.683372183,0.856046654,0.915828877,55.23791817,High Salary–High Cost
Concon,Chile,Chile,South America,1890.4,2090.56,481.04,50.93,1.22,0.398306835,0.403910904,0.20308983,0.142352941,55.04400782,High Cost–Low Salary
Redcliff,Zimbabwe,Zimbabwe,Africa,555.40204,602.37635,,51.43,1.81,0.124819327,,0.451913239,0.145989305,,
Geraldton,Australia,Australia,Oceania,4306.45,4903.23,1104.315,128.215,4.01,0.666632253,0.72027972,0.925414365,0.895614973,42.33825747,High Salary–High Cost
Grodzisk Mazowiecki,Poland,Poland,Europe,1496.57,1736.84,495.825,76.63,1.13,0.333987198,0.413364413,0.153468386,0.390588235,51.34294068,High Cost–Low Salary
Spanaway,United States,United States,Northern America,6966,7925,1400,129.99,3.95,0.880446005,0.816368816,0.911806834,0.902459893,50.86464366,High Salary–High Cost
Rethymno,Greece,Greece,Europe,2241.01,2579.28,501.845,97.18,1.98,0.426698327,0.417249417,0.490791897,0.650374332,47.83597135,Low Salary–Low Cost
Starkville,United States,United States,Northern America,6966,7925,1248,188.37,3.77,0.880446005,0.772079772,0.892776755,0.980962567,51.959958,High Salary–Moderate Cost
Louvain-la-Neuve,Belgium,Belgium,Europe,5729.39,6522.2,1290.835,121.18,3.5,0.707619244,0.78969179,0.856046654,0.855828877,44.23859,High Salary–High Cost
Levice,Slovakia,Slovakia,Europe,2114.16,2315.01,460.14,115.39,1.58,0.419471402,0.389018389,0.373235114,0.821390374,49.67645623,Low Salary–Low Cost
Dumfries,United Kingdom,United Kingdom,Europe,6300,7235.37,661.125,112.75,2.44,0.728370845,0.522533023,0.629118068,0.799786096,56.77392481,High Salary–High Cost
Princeton,United States,United States,Northern America,6966,7925,3037.5,202.62,3.935,0.880446005,0.986013986,0.911192961,0.985026738,46.22295767,High Salary–Moderate Cost
Godollo,Hungary,Hungary,Europe,1227.46,1344.23,356.74,81.42,1.23,0.261717943,0.313131313,0.208103131,0.457005348,48.81052499,High Cost–Low Salary
Bethel Park,United States,United States,Northern America,6966,7925,1500,92.5,6.61,0.880446005,0.838124838,0.993758952,0.597326203,50.20736921,High Salary–Moderate Cost
Smithfield,United States,United States,Northern America,6966,7925,,110,2,0.880446005,,0.496726008,0.779037433,,
East Lake,United States,United States,Northern America,6966,7925,,120,3.93,0.880446005,,0.910886024,0.843743316,,
Coos Bay,United States,United States,Northern America,6966,7925,1112.5,85,3.375,0.880446005,0.725459725,0.835788828,0.504171123,56.64917493,High Salary–High Cost
Clearfield,United States,United States,Northern America,6966,7925,850,76,3.58,0.880446005,0.623413623,0.867812564,0.385240642,59.15450515,High Salary–High Cost
Martinsville,United States,United States,Northern America,6966,7925,,123,2.18,0.880446005,,0.554941682,0.865026738,,
San Giuliano Terme,Italy,Italy,Europe,3467.23,3868.92,,131.715,2.11,0.533037374,,0.529772867,0.906737968,,
Zepce,Bosnia And Herzegovina,Bosnia And Herzegovina,,,,107.51,80.63,1.34,,0.048174048,0.263147125,0.447593583,,
Waterloo,Belgium,Belgium,Europe,5729.39,6522.2,,120.52,2.48,0.707619244,,0.63914467,0.848770053,,
Tongeren,Belgium,Belgium,Europe,5729.39,6522.2,737.62,105.37,2.11,0.707619244,0.562548563,0.529772867,0.736470588,57.03943787,Low Salary–Low Cost
South Riding,United States,United States,Northern America,6966,7925,2150,120,3.755,0.880446005,0.94030044,0.891037446,0.843743316,48.47532372,High Salary–Moderate Cost
Shepparton,Australia,Australia,Oceania,4306.45,4903.23,917.435,130.73,2.785,0.666632253,0.647759648,0.712400246,0.904919786,48.3650176,Low Salary–Low Cost
Skelleftea,Sweden,Sweden,Europe,3568.16,4144.56,1073.32,82.31,2.62,0.557402437,0.70966071,0.669940659,0.466737968,44.39610107,Low Salary–Low Cost
Lloydminster,Canada,Canada,Northern America,6311.03,7352.94,722.62,94.5,2.92,0.757278546,0.555814556,0.740740741,0.615508021,56.0762085,High Salary–High Cost
Key West,United States,United States,Northern America,6966,7925,4680,133.33,4.155,0.880446005,0.998186998,0.936771025,0.912941176,45.76749889,High Salary–Moderate Cost
Kahului,United States,United States,Northern America,6966,7925,2350,123,5.78,0.880446005,0.952732453,0.988745652,0.865026738,46.10394218,High Salary–Moderate Cost
Ostuni,Italy,Italy,Europe,3467.23,3868.92,368.81,94.84,1.48,0.533037374,0.321807822,0.323613669,0.622459893,59.02210029,Low Salary–Low Cost
Lushnje,Albania,Albania,Europe,832.84,956.92,179.065,50.77,1.345,0.175924014,0.131831132,0.265602619,0.141390374,49.48141815,High Cost–Low Salary
Lagos,Portugal,Portugal,Europe,2537,2917.55,1050.83,67.18,1.82,0.454160644,0.702926703,0.455187231,0.284919786,44.60652108,High Cost–Low Salary
Orillia,Canada,Canada,Northern America,6311.03,7352.94,1371.125,121.05,3.54,0.757278546,0.811447811,0.863413137,0.852192513,46.04850673,High Salary–High Cost
Eldersburg,United States,United States,Northern America,6966,7925,1500,110.28,4,0.880446005,0.838124838,0.919991815,0.783101604,50.75383495,High Salary–High Cost
Balatan,Philippines,Philippines,Asia,728.78,790.54,253.38,62.8,1.61,0.156721041,0.214970215,0.39032126,0.237860963,43.46606664,High Cost–Low Salary
Warrnambool,Australia,Australia,Oceania,4306.45,4903.23,,112.13,2.85,0.666632253,,0.726621649,0.795935829,,
Nicholasville,United States,United States,Northern America,6966,7925,1400,75,4.41,0.880446005,0.816368816,0.959075097,0.376898396,52.5470859,High Salary–High Cost
Lawrenceville,United States,United States,Northern America,6966,7925,1800,75,2.805,0.880446005,0.894198394,0.717004297,0.376898396,55.44276245,High Salary–High Cost
Orangeville,Canada,Canada,Northern America,6311.03,7352.94,1576.545,185.29,2.43,0.757278546,0.854441854,0.627276448,0.979893048,49.05788676,High Salary–High Cost
Treviglio,Italy,Italy,Europe,3467.23,3868.92,684.935,105.37,2.23,0.533037374,0.535094535,0.570186208,0.736470588,48.18842819,Low Salary–Low Cost
Fort Erie,Canada,Canada,Northern America,6311.03,7352.94,,103.35,2.565,0.757278546,,0.657458564,0.716256684,,
Kerrville,United States,United States,Northern America,6966,7925,1100,104.64,3.28,0.880446005,0.718078218,0.818498056,0.724064171,56.0800628,High Salary–High Cost
Victoria,Argentina,Argentina,South America,110.28,129.42,,,,0.009911212,,,,,
Mont-de-Marsan,France,France,Europe,3769.56,4377.38,658.595,136.99,2.425,0.630807351,0.521885522,0.625434827,0.922032086,51.37437252,Low Salary–Low Cost
Crown Point,United States,United States,Northern America,6966,7925,1300,87.5,2.2,0.880446005,0.793058793,0.560261919,0.53828877,60.29914816,High Salary–High Cost
Lakeside,United States,United States,Northern America,6966,7925,,,3.73,0.880446005,,0.886535707,,,
Aarschot,Belgium,Belgium,Europe,5729.39,6522.2,737.62,106.69,2.37,0.707619244,0.561253561,0.609064866,0.75144385,55.41110661,High Salary–High Cost
Fuquay-Varina,United States,United States,Northern America,6966,7925,2100,125,3.31,0.880446005,0.934861435,0.824432167,0.879572193,49.76426005,High Salary–Moderate Cost
Holladay,United States,United States,Northern America,6966,7925,950,95.75,2.87,0.880446005,0.662911163,0.730100266,0.635080214,59.67211476,High Salary–High Cost
Upper Merion,United States,United States,Northern America,6966,7925,,60,4,0.880446005,,0.919991815,0.214759358,,
Budaors,Hungary,Hungary,Europe,1227.46,1344.23,473.51,77.13,1.29,0.261717943,0.395752396,0.23981993,0.398930481,46.40103626,High Cost–Low Salary
Los Gatos,United States,United States,Northern America,6966,7925,,100,4.39,0.880446005,,0.954777982,0.681604278,,
Bra,Italy,Italy,Europe,3467.23,3868.92,474.19,94.84,2.11,0.533037374,0.399378399,0.529772867,0.622459893,52.95965189,Low Salary–Low Cost
Saratoga,United States,United States,Northern America,6966,7925,4500,100,3.31,0.880446005,0.997798498,0.824432167,0.681604278,49.18067305,High Salary–Moderate Cost
